Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
11168_3_MEGF10_MEG10.txt.gz,MEGF10,11168_3,MEGF10,5,127290796,127465737
11171_25_FLNA_filamin_A.txt.gz,FLNA,11171_25,FLNA,X,154348524,154374634
11173_29_MILR1_MILR1.txt.gz,MILR1,11173_29,MILR1,17,64449037,64468643
11174_8_THSD7A_THS7A.txt.gz,THSD7A,11174_8,THSD7A,7,11370365,11832198
11175_45_LPCAT2_PCAT2.txt.gz,LPCAT2,11175_45,LPCAT2,16,55509072,55586666
11177_16_KRT5_K2C5.txt.gz,KRT5,11177_16,KRT5,12,52514575,52520530
11178_21_SVEP1_SVEP1.txt.gz,SVEP1,11178_21,SVEP1,9,110365248,110579880
11179_7_TSSK1B_TSSK1.txt.gz,TSSK1B,11179_7,TSSK1B,5,113432553,113434989
11180_17_SMARCC1_SMRC1.txt.gz,SMARCC1,11180_17,SMARCC1,3,47585269,47782106
11185_145_GCH1_GCH1.txt.gz,GCH1,11185_145,GCH1,14,54842008,54902826
11186_12_TMEM52_TMM52.txt.gz,TMEM52,11186_12,TMEM52,1,1917590,1919279
11187_11_CLEC12A_CL12A.txt.gz,CLEC12A,11187_11,CLEC12A,12,9951316,9995694
11190_129_YME1L1_YMEL1.txt.gz,YME1L1,11190_129,YME1L1,10,27110111,27155266
11192_168_TINAGL1_TINAL.txt.gz,TINAGL1,11192_168,TINAGL1,1,31576485,31587686
11193_27_HNF1A_HNF1A.txt.gz,HNF1A,11193_27,HNF1A,12,120978543,121002512
11194_6_SIT1_SIT1.txt.gz,SIT1,11194_6,SIT1,9,35649295,35650931
11196_31_COL6A3_Collagen_alpha_3_VI_.txt.gz,COL6A3,11196_31,COL6A3,2,237324003,237414328
11198_37_CREB3L1_CR3L1.txt.gz,CREB3L1,11198_37,CREB3L1,11,46277662,46321409
11201_19_PUS1_TRUA.txt.gz,PUS1,11201_19,PUS1,12,131929200,131945896
11202_70_TBX5_TBX5.txt.gz,TBX5,11202_70,TBX5,12,114353911,114408442
11204_80_CXADR_CXAR.txt.gz,CXADR,11204_80,CXADR,21,17513043,17593579
11205_10_ITGB7_Integrin_beta_7.txt.gz,ITGB7,11205_10,ITGB7,12,53191323,53207282
11207_3_MSR1_Macrophage_scavenger_receptor.txt.gz,MSR1,11207_3,MSR1,8,16107878,16567490
11208_15_NAGPA_NAGPA.txt.gz,NAGPA,11208_15,NAGPA,16,5024844,5034141
11211_7_TBCE_TBCE.txt.gz,TBCE,11211_7,TBCE,1,235367360,235452443
11212_7_TXNDC5_TXND5.txt.gz,TXNDC5,11212_7,TXNDC5,6,7881517,7910788
11214_40_DNAJB9_DNJB9.txt.gz,DNAJB9,11214_40,DNAJB9,7,108569867,108574850
11215_6_CDH15_CAD15.txt.gz,CDH15,11215_6,CDH15,16,89171748,89195492
11217_16_CTBP1_CTBP1.txt.gz,CTBP1,11217_16,CTBP1,4,1211445,1250333
11218_84_TPMT_TPMT.txt.gz,TPMT,11218_84,TPMT,6,18128311,18155077
11219_95_FGFBP3_FGFP3.txt.gz,FGFBP3,11219_95,FGFBP3,10,91906584,91909486
11220_53_C10orf105_CJ105.txt.gz,C10orf105,11220_53,C10orf105,10,71711701,71737824
11223_1_TMEM154_TM154.txt.gz,TMEM154,11223_1,TMEM154,4,152618628,152680012
11226_16_UBE3A_UBE3A.txt.gz,UBE3A,11226_16,UBE3A,15,25333728,25439051
11227_31_TBL2_TBL2.txt.gz,TBL2,11227_31,TBL2,7,73567537,73578791
11228_37_RIC3_RIC3.txt.gz,RIC3,11228_37,RIC3,11,8106056,8169055
11229_16_ERN1_ERN1.txt.gz,ERN1,11229_16,ERN1,17,64039080,64130819
11231_12_FDX1L_ADXL.txt.gz,FDX1L,11231_12,FDX1L,19,10309916,10316015
11237_49_PCOLCE_PCOC1.txt.gz,PCOLCE,11237_49,PCOLCE,7,100602363,100608175
11239_49_TMPRSS6_TMPS6.txt.gz,TMPRSS6,11239_49,TMPRSS6,22,37065436,37109713
11241_8_ASL_ARLY.txt.gz,ASL,11241_8,ASL,7,66075800,66094697
11242_33_TGM1_TGM1.txt.gz,TGM1,11242_33,TGM1,14,24249114,24264432
11243_90_ADGRF1_GPR110.txt.gz,ADGRF1,11243_90,ADGRF1,6,46997708,47042350
11247_20_NAGS_NAGS.txt.gz,NAGS,11247_20,NAGS,17,44004622,44009068
11248_43_UROS_HEM4.txt.gz,UROS,11248_43,UROS,10,125784980,125823258
11252_30_LRCH4_LRCH4.txt.gz,LRCH4,11252_30,LRCH4,7,100574011,100586129
11254_13_PAPLN_PPN.txt.gz,PAPLN,11254_13,PAPLN,14,73237497,73274640
11257_1_QDPR_DHPR.txt.gz,QDPR,11257_1,QDPR,4,17460261,17512206
11258_41_MADCAM1_MAdCAM_1.txt.gz,MADCAM1,11258_41,MADCAM1,19,489176,505343
11260_47_SUN5_SPA4L.txt.gz,SUN5,11260_47,SUN5,20,32983773,33004433
11262_39_TRABD_TRABD.txt.gz,TRABD,11262_39,TRABD,22,50185913,50199598
11263_57_CASQ1_CASQ1.txt.gz,CASQ1,11263_57,CASQ1,1,160190575,160201886
11264_33_XDH_XDH.txt.gz,XDH,11264_33,XDH,2,31334321,31414742
11265_8_ALDH1A1_Retinal_dehydrogenase_1.txt.gz,ALDH1A1,11265_8,ALDH1A1,9,72900671,73080442
11266_8_SELPLG_SELPL.txt.gz,SELPLG,11266_8,SELPLG,12,108621895,108633894
11270_17_CHCHD10_CHC10.txt.gz,CHCHD10,11270_17,CHCHD10,22,23765834,23767972
11273_176_GSTT2B_GSTT2.txt.gz,GSTT2B,11273_176,GSTT2B,22,23957414,23961195
11275_94_LRP1B_LRP1B.txt.gz,LRP1B,11275_94,LRP1B,2,140231423,142131016
11277_23_ATF6_ATF6A.txt.gz,ATF6,11277_23,ATF6,1,161766298,161977574
11278_4_COL11A2_COL11A2.txt.gz,COL11A2,11278_4,COL11A2,6,33162681,33192499
11279_42_GABBR1_GABR1.txt.gz,GABBR1,11279_42,GABBR1,6,29555629,29633976
11280_6_GAD1_DCE1.txt.gz,GAD1,11280_6,GAD1,2,170813213,170861151
11281_6_GRB7_GRB7.txt.gz,GRB7,11281_6,GRB7,17,39737927,39747291
11283_13_DCAF5_DCAF5.txt.gz,DCAF5,11283_13,DCAF5,14,69050881,69153150
11284_24_LAIR1_LAIR1.txt.gz,LAIR1,11284_24,LAIR1,19,54351384,54370558
11286_78_VIMP_SELS.txt.gz,VIMP,11286_78,VIMP,15,101270817,101277500
11287_14_CYB5A_Cytochrome_b5.txt.gz,CYB5A,11287_14,CYB5A,18,74250846,74291973
11288_26_NT5C2_5NTC.txt.gz,NT5C2,11288_26,NT5C2,10,103087185,103277605
11289_31_CSNK1D_KC1D.txt.gz,CSNK1D,11289_31,CSNK1D,17,82239023,82273700
11292_13_SCARA3_SCAR3.txt.gz,SCARA3,11292_13,SCARA3,8,27633868,27676776
11293_14_LRRN1_LRRN1.txt.gz,LRRN1,11293_14,LRRN1,3,3799431,3849834
11297_54_NOTCH2_NOTC2.txt.gz,NOTCH2,11297_54,NOTCH2,1,119911553,120100779
11300_32_SORT1_SORT.txt.gz,SORT1,11300_32,SORT1,1,109309568,109397918
11302_237_TNR_TENR.txt.gz,TNR,11302_237,TNR,1,175315194,175743595
11303_7_SAMHD1_SAMH1.txt.gz,SAMHD1,11303_7,SAMHD1,20,36890229,36951893
11307_33_WWP1_WWP1.txt.gz,WWP1,11307_33,WWP1,8,86342547,86478420
11308_8_CREB3L4_CR3L4.txt.gz,CREB3L4,11308_8,CREB3L4,1,153967534,153974361
11311_79_RAG1_RAG_1.txt.gz,RAG1,11311_79,RAG1,11,36510372,36593156
11312_40_PMS2_PMS2.txt.gz,PMS2,11312_40,PMS2,7,5970925,6009130
11313_100_PCBD1_PHS.txt.gz,PCBD1,11313_100,PCBD1,10,70882280,70888565
11315_148_PPM1D_PPM1D.txt.gz,PPM1D,11315_148,PPM1D,17,60600193,60666280
11319_106_MRE11A_MRE11.txt.gz,MRE11A,11319_106,MRE11A,11,94415570,94493885
11320_29_CHFR_CHFR.txt.gz,CHFR,11320_29,CHFR,12,132822187,132956304
11324_3_PXDNL_PXDNL.txt.gz,PXDNL,11324_3,PXDNL,8,51319577,51809445
11325_8_BTG2_BTG2.txt.gz,BTG2,11325_8,BTG2,1,203305491,203309602
11327_56_CLK2_CLK2.txt.gz,CLK2,11327_56,CLK2,1,155262868,155278491
11328_9_USB1_USB1.txt.gz,USB1,11328_9,USB1,16,57999546,58021618
11330_15_CSNK2B_CSK2B.txt.gz,CSNK2B,11330_15,CSNK2B,6,31665227,31670343
11333_82_ARHGAP25_RHG25.txt.gz,ARHGAP25,11333_82,ARHGAP25,2,68679601,68826833
11334_7_LILRB3_LIRB3.txt.gz,LILRB3,11334_7,LILRB3,19,54216278,54223506
11336_9_FANCF_FANCF.txt.gz,FANCF,11336_9,FANCF,11,22622533,22625823
11338_49_BLK_BLK.txt.gz,BLK,11338_49,BLK,8,11486894,11564599
11342_59_PLXDC2_PXDC2.txt.gz,PLXDC2,11342_59,PLXDC2,10,19816239,20289856
11347_9_TALDO1_Transaldolase.txt.gz,TALDO1,11347_9,TALDO1,11,747415,765012
11348_132_P4HA2_P4HA2.txt.gz,P4HA2,11348_132,P4HA2,5,132190147,132295315
11350_30_STUB1_CHIP.txt.gz,STUB1,11350_30,STUB1,16,680224,682870
11351_233_NHEJ1_NHEJ1.txt.gz,NHEJ1,11351_233,NHEJ1,2,219069355,219160869
11352_42_TTN_TITIN.txt.gz,TTN,11352_42,TTN,2,178525989,178830802
11354_21_PLCB1_Phospholipase_C_beta_1.txt.gz,PLCB1,11354_21,PLCB1,20,8077251,8968360
11355_10_EIF5A2_IF5A2.txt.gz,EIF5A2,11355_10,EIF5A2,3,170888418,170908644
11356_19_DGCR14_DGC14.txt.gz,DGCR14,11356_19,DGCR14,22,19130279,19144684
11358_15_GRB10_GRB10.txt.gz,GRB10,11358_15,GRB10,7,50590063,50793462
11360_39_RRM1_RRM1.txt.gz,RRM1,11360_39,RRM1,11,4094707,4138932
11361_73_TYMP_TP.txt.gz,TYMP,11361_73,TYMP,22,50525752,50530032
11363_58_AQP4_AQP4.txt.gz,AQP4,11363_58,AQP4,18,26852043,26865771
11364_18_MFN1_MFN1.txt.gz,MFN1,11364_18,MFN1,3,179347709,179394936
11365_17_TENM4_TEN4.txt.gz,TENM4,11365_17,TENM4,11,78652829,79441030
11368_32_AK2_KAD2.txt.gz,AK2,11368_32,AK2,1,33007986,33080996
11369_23_ADH5_ADHX.txt.gz,ADH5,11369_23,ADH5,4,99070978,99088801
11370_20_INPP5E_INP5E.txt.gz,INPP5E,11370_20,INPP5E,9,136428619,136439845
11371_1_GPR101_GP101.txt.gz,GPR101,11371_1,GPR101,X,137023929,137033995
11372_2_ZNF18_ZNF18.txt.gz,ZNF18,11372_2,ZNF18,17,11977439,11997475
11375_49_FOXL2_FOXL2.txt.gz,FOXL2,11375_49,FOXL2,3,138944224,138947137
11377_19_ADH7_ADH7.txt.gz,ADH7,11377_19,ADH7,4,99412261,99435510
11378_37_SYK_KSYK.txt.gz,SYK,11378_37,SYK,9,90801787,90898549
11380_84_RBM24_RBM24.txt.gz,RBM24,11380_84,RBM24,6,17281361,17293871
11381_56_PRPS1_PRPS1.txt.gz,PRPS1,11381_56,PRPS1,X,107628428,107651993
11382_5_BLVRA_BIEA.txt.gz,BLVRA,11382_5,BLVRA,7,43758680,43807342
11383_41_KRT7_Keratin_7.txt.gz,KRT7,11383_41,KRT7,12,52232520,52252186
11387_3_ATF6B_ATF6B.txt.gz,ATF6B,11387_3,ATF6B,6,32115264,32128253
11388_75_WFDC2_HE4.txt.gz,WFDC2,11388_75,WFDC2,20,45469753,45481532
11390_24_CA8_Carbonic_Anhydrase_VIII.txt.gz,CA8,11390_24,CA8,8,60185412,60281400
11391_69_MVK_MVK.txt.gz,MVK,11391_69,MVK,12,109573255,109598125
11395_5_PTK2B_FAK2.txt.gz,PTK2B,11395_5,PTK2B,8,27311482,27459391
11396_39_DNAI1_DNAI1.txt.gz,DNAI1,11396_39,DNAI1,9,34457414,34520988
11401_181_RNF146_RN146.txt.gz,RNF146,11401_181,RNF146,6,127266726,127288567
11402_17_KMT2C_KMT2C.txt.gz,KMT2C,11402_17,KMT2C,7,152134922,152436644
11405_150_CARD9_CARD9.txt.gz,CARD9,11405_150,CARD9,9,136363956,136373681
11406_82_ACAD8_ACAD8.txt.gz,ACAD8,11406_82,ACAD8,11,134253548,134265855
11407_57_PLSCR3_PLS3.txt.gz,PLSCR3,11407_57,PLSCR3,17,7389727,7394842
11416_23_FBXL4_FBXL4.txt.gz,FBXL4,11416_23,FBXL4,6,98868535,98948006
11421_10_EHD4_EHD4.txt.gz,EHD4,11421_10,EHD4,15,41895933,41972557
11422_2_DLX3_DLX3.txt.gz,DLX3,11422_2,DLX3,17,49990005,49995224
11424_4_FAH_FAAA.txt.gz,FAH,11424_4,FAH,15,80152490,80186946
11425_31_RUFY1_RUFY1.txt.gz,RUFY1,11425_31,RUFY1,5,179550554,179610012
11428_31_PDLIM1_PDLI1.txt.gz,PDLIM1,11428_31,PDLIM1,10,95237572,95291012
11429_80_HNRNPC_hnRNP_C1_C2.txt.gz,HNRNPC,11429_80,HNRNPC,14,21209136,21269494
11430_49_DTX1_DTX1.txt.gz,DTX1,11430_49,DTX1,12,113056730,113098028
11431_235_RECQL_RECQ1.txt.gz,RECQL,11431_235,RECQL,12,21468910,21501669
11432_11_PQBP1_PQBP1.txt.gz,PQBP1,11432_11,PQBP1,X,48890197,48903402
11433_11_TCTN2_TECT2.txt.gz,TCTN2,11433_11,TCTN2,12,123671110,123708399
11436_6_INA_AINX.txt.gz,INA,11436_6,INA,10,103277138,103290346
11438_6_DNAJB2_DNJB2.txt.gz,DNAJB2,11438_6,DNAJB2,2,219279342,219286898
11439_88_RHPN2_RHPN2.txt.gz,RHPN2,11439_88,RHPN2,19,32978592,33064888
11440_58_SOCS3_SOCS_3.txt.gz,SOCS3,11440_58,SOCS3,17,78356778,78360077
11441_11_PYGL_PYGL.txt.gz,PYGL,11441_11,PYGL,14,50857891,50944483
11442_1_DNER_DNER.txt.gz,DNER,11442_1,DNER,2,229357629,229714555
11444_49_POLR3F_RPC6.txt.gz,POLR3F,11444_49,POLR3F,20,18466878,18484648
11448_34_GALK1_GALK1.txt.gz,GALK1,11448_34,GALK1,17,75751594,75765236
11449_22_CAPZA1_CAZA1.txt.gz,CAPZA1,11449_22,CAPZA1,1,112619805,112671616
11454_87_EIF3G_EIF3G.txt.gz,EIF3G,11454_87,EIF3G,19,10115014,10119918
11456_2_MAGEB10_MAGBA.txt.gz,MAGEB10,11456_2,MAGEB10,X,27807990,27823014
11457_53_GALE_GALE.txt.gz,GALE,11457_53,GALE,1,23795599,23800781
11458_30_PCBP1_PCBP1.txt.gz,PCBP1,11458_30,PCBP1,2,70087477,70089203
11459_81_ELL_ELL.txt.gz,ELL,11459_81,ELL,19,18442663,18522116
11462_8_RBFOX2_RBM9.txt.gz,RBFOX2,11462_8,RBFOX2,22,35738736,36028824
11464_9_RELB_RELB.txt.gz,RELB,11464_9,RELB,19,45001461,45038192
11465_4_GPR135_GP135.txt.gz,GPR135,11465_4,GPR135,14,59429022,59465380
11468_15_RBM19_RBM19.txt.gz,RBM19,11468_15,RBM19,12,113816738,113966325
11476_43_VPS4A_VPS4A.txt.gz,VPS4A,11476_43,VPS4A,16,69311350,69326939
11480_1_ALDH3A1_Aldehyde_dehydrogenase__class_3.txt.gz,ALDH3A1,11480_1,ALDH3A1,17,19737984,19748943
11481_25_HAVCR2_TIMD3.txt.gz,HAVCR2,11481_25,HAVCR2,5,157085422,157142869
11486_26_ZNF174_ZN174.txt.gz,ZNF174,11486_26,ZNF174,16,3401215,3409364
11490_42_UBL4A_UBL4A.txt.gz,UBL4A,11490_42,UBL4A,X,154483717,154486615
11493_169_DYNLL2_DYL2.txt.gz,DYNLL2,11493_169,DYNLL2,17,58083419,58095542
11494_4_ELL2_ELL2.txt.gz,ELL2,11494_4,ELL2,5,95885098,95961851
11510_31_APOL1_Apo_L1.txt.gz,APOL1,11510_31,APOL1,22,36253071,36267530
11513_92_CD38_CD38.txt.gz,CD38,11513_92,CD38,4,15778275,15853232
11514_196_CD59_CD59.txt.gz,CD59,11514_196,CD59,11,33703010,33736479
11516_7_FABP1_FABPL.txt.gz,FABP1,11516_7,FABP1,2,88122982,88128062
11530_37_HMBS_HEM3.txt.gz,HMBS,11530_37,HMBS,11,119084866,119093834
11531_24_C10orf54_GI24.txt.gz,C10orf54,11531_24,C10orf54,10,71747556,71773520
11534_6_LRIT3_LRIT3.txt.gz,LRIT3,11534_6,LRIT3,4,109848107,109872315
11536_9_MYSM1_MYSM1.txt.gz,MYSM1,11536_9,MYSM1,1,58643440,58700090
11537_12_TFR2_TFR2.txt.gz,TFR2,11537_12,TFR2,7,100620416,100642779
11538_216_MLYCD_DCMC.txt.gz,MLYCD,11538_216,MLYCD,16,83899115,83951445
11539_4_ATP5J2_ATPK.txt.gz,ATP5J2,11539_4,ATP5J2,7,99448475,99466186
11540_37_FOXO3_FOXO3A.txt.gz,FOXO3,11540_37,FOXO3,6,108559835,108684774
11542_11_TMEM230_TM230.txt.gz,TMEM230,11542_11,TMEM230,20,5068232,5113103
11543_84_LIMA1_LIMA1.txt.gz,LIMA1,11543_84,LIMA1,12,50175788,50283520
11544_39_PHF3_PHF3.txt.gz,PHF3,11544_39,PHF3,6,63635802,63779336
11546_7_CYGB_CYGB.txt.gz,CYGB,11546_7,CYGB,17,76527356,76551175
11547_84_MUSK_MUSK.txt.gz,MUSK,11547_84,MUSK,9,110668779,110806558
11548_84_CDC25A_MPIP1.txt.gz,CDC25A,11548_84,CDC25A,3,48157146,48188417
11549_6_ISL1_ISL1.txt.gz,ISL1,11549_6,ISL1,5,51383448,51394730
11551_16_HMG20B_HM20B.txt.gz,HMG20B,11551_16,HMG20B,19,3572777,3579088
11556_19_ARFGAP1_ARFG1.txt.gz,ARFGAP1,11556_19,ARFGAP1,20,63272785,63289790
11557_3_SMURF1_SMUF1.txt.gz,SMURF1,11557_3,SMURF1,7,99027440,99144108
11560_76_NFATC4_NFAC4.txt.gz,NFATC4,11560_76,NFATC4,14,24365673,24379604
11562_9_POLE2_DPOE2.txt.gz,POLE2,11562_9,POLE2,14,49643555,49688422
11563_51_SYTL4_SYTL4.txt.gz,SYTL4,11563_51,SYTL4,X,100671783,100732123
11565_58_ZNF23_ZNF23.txt.gz,ZNF23,11565_58,ZNF23,16,71447597,71463095
11566_48_KRT72_Keratin_72.txt.gz,KRT72,11566_48,KRT72,12,52585589,52601538
11567_23_ZNF10_ZNF10.txt.gz,ZNF10,11567_23,ZNF10,12,133130575,133159465
11568_2_FKBP1B_FKB1B.txt.gz,FKBP1B,11568_2,FKBP1B,2,24049701,24063681
11570_94_BCAP29_BAP29.txt.gz,BCAP29,11570_94,BCAP29,7,107580246,107629170
11571_75_KLRC3_NKG2E.txt.gz,KLRC3,11571_75,KLRC3,12,10412315,10420595
11572_4_DNM2_DYN2.txt.gz,DNM2,11572_4,DNM2,19,10718055,10833488
11573_3_SRSF6_SRSF6.txt.gz,SRSF6,11573_3,SRSF6,20,43457893,43466046
11582_63_DNAJA2_DNJA2.txt.gz,DNAJA2,11582_63,DNAJA2,16,46955362,46973674
11587_5_MGA_MGAP.txt.gz,MGA,11587_5,MGA,15,41621134,41773081
11590_5_RBM23_RBM23.txt.gz,RBM23,11590_5,RBM23,14,22893204,22919182
11591_43_PRC1_PRC1.txt.gz,PRC1,11591_43,PRC1,15,90966040,90995629
11592_1_ELAVL1_ELAV1.txt.gz,ELAVL1,11592_1,ELAVL1,19,7958573,8005659
11593_21_CXCL9_MIG.txt.gz,CXCL9,11593_21,CXCL9,4,76001275,76007509
11596_47_ZNF75D_ZN75D.txt.gz,ZNF75D,11596_47,ZNF75D,X,135248920,135344109
11601_26_DHX8_DHX8.txt.gz,DHX8,11601_26,DHX8,17,43483865,43610338
11606_22_DNAJB6_DNJB6.txt.gz,DNAJB6,11606_22,DNAJB6,7,157335381,157417439
11607_15_BRD1_BRD1.txt.gz,BRD1,11607_15,BRD1,22,49773283,49827873
11608_5_MAP1LC3B_MLP3B.txt.gz,MAP1LC3B,11608_5,MAP1LC3B,16,87383953,87404779
11614_29_ERH_ERH.txt.gz,ERH,11614_29,ERH,14,69380128,69398299
11615_16_DAPP1_DAPP1.txt.gz,DAPP1,11615_16,DAPP1,4,99816827,99870190
11616_9_HSF1_HSF1.txt.gz,HSF1,11616_9,HSF1,8,144291591,144314720
11617_1_ITGAL_LFA_1_alpha_L_chain.txt.gz,ITGAL,11617_1,ITGAL,16,30472658,30523567
11618_83_MYB_MYB.txt.gz,MYB,11618_83,MYB,6,135181308,135219173
11626_7_UBE2V1_UB2V1.txt.gz,UBE2V1,11626_7,UBE2V1,20,50081124,50115959
11633_89_AHSA1_AHSA1.txt.gz,AHSA1,11633_89,AHSA1,14,77457870,77469472
11634_32_RGS10_RGS10.txt.gz,RGS10,11634_32,RGS10,10,119499817,119542719
11636_33_TAGLN2_Transgelin_2.txt.gz,TAGLN2,11636_33,TAGLN2,1,159918107,159925507
11638_42_B3GALT2_B3GT2.txt.gz,B3GALT2,11638_42,B3GALT2,1,193178730,193186613
11643_73_DTX3L_DTX3L.txt.gz,DTX3L,11643_73,DTX3L,3,122564338,122575203
11645_9_P4HA1_P4HA1.txt.gz,P4HA1,11645_9,P4HA1,10,73007217,73096974
11646_4_CHST9_Carbohydrate_sulfotransferase_9.txt.gz,CHST9,11646_4,CHST9,18,26906481,27185308
11647_6_FZD10_Frizzled_10.txt.gz,FZD10,11647_6,FZD10,12,130162459,130165740
11649_3_SMAP1_SMAP1.txt.gz,SMAP1,11649_3,SMAP1,6,70667776,70862011
11653_69_SLC6A9_SC6A9.txt.gz,SLC6A9,11653_69,SLC6A9,1,43991500,44031467
11654_77_NRSN1_NRSN1.txt.gz,NRSN1,11654_77,NRSN1,6,24126186,24154900
11656_110_EVL_EVL.txt.gz,EVL,11656_110,EVL,14,99971449,100144236
11657_86_SOCS7_SOCS7.txt.gz,SOCS7,11657_86,SOCS7,17,38351844,38405593
11659_31_CLINT1_EPN4.txt.gz,CLINT1,11659_31,CLINT1,5,157785743,157859145
11661_11_NLRP1_NALP1.txt.gz,NLRP1,11661_11,NLRP1,17,5499415,5619424
11664_32_ARFGAP2_ARFG2.txt.gz,ARFGAP2,11664_32,ARFGAP2,11,47164299,47177125
11666_72_RGS8_RGS8.txt.gz,RGS8,11666_72,RGS8,1,182641816,182684587
11667_29_TNS2_TENC1.txt.gz,TNS2,11667_29,TNS2,12,53046969,53064379
11669_39_SLCO5A1_SO5A1.txt.gz,SLCO5A1,11669_39,SLCO5A1,8,69667046,69834978
11671_19_BRPF1_BRPF1.txt.gz,BRPF1,11671_19,BRPF1,3,9731729,9748019
11672_17_KIF16B_KI16B.txt.gz,KIF16B,11672_17,KIF16B,20,16272104,16573448
11677_17_ZDHHC14_ZDH14.txt.gz,ZDHHC14,11677_17,ZDHHC14,6,157381133,157678157
11678_105_GJD2_CXD2.txt.gz,GJD2,11678_105,GJD2,15,34751032,34754998
11681_8_AGFG1_NUPL.txt.gz,AGFG1,11681_8,AGFG1,2,227472152,227561217
11682_7_TXNIP_TXNIP.txt.gz,TXNIP,11682_7,TXNIP,1,145992435,145996579
11683_19_GGA3_GGA3.txt.gz,GGA3,11683_19,GGA3,17,75236599,75262363
11690_47_ANAPC7_APC7.txt.gz,ANAPC7,11690_47,ANAPC7,12,110372900,110403730
11692_21_SHC4_SHC4.txt.gz,SHC4,11692_21,SHC4,15,48823741,48963919
11696_7_CRABP2_RABP2.txt.gz,CRABP2,11696_7,CRABP2,1,156699606,156705816
11699_16_PTP4A2_TP4A2.txt.gz,PTP4A2,11699_16,PTP4A2,1,31906421,31944856
11708_2_LCN1_LCN1.txt.gz,LCN1,11708_2,LCN1,9,135521438,135526540
11709_29_CPT1B_CPT1B.txt.gz,CPT1B,11709_29,CPT1B,22,50568861,50578465
11715_1_POU2F1_PO2F1.txt.gz,POU2F1,11715_1,POU2F1,1,167220876,167427345
11716_28_LRIT2_LRIT2.txt.gz,LRIT2,11716_28,LRIT2,10,84220571,84225544
11816_84_JAK2_JAK2.txt.gz,JAK2,11816_84,JAK2,9,4984390,5129948
11825_27_PPARGC1A_PRGC1.txt.gz,PPARGC1A,11825_27,PPARGC1A,4,23755041,23904089
11827_7_RORC_RORG.txt.gz,RORC,11827_7,RORC,1,151806071,151831845
11837_7_TNFRSF18_GITR.txt.gz,TNFRSF18,11837_7,TNFRSF18,1,1203508,1206592
11838_130_PIEZO1_FA38A.txt.gz,PIEZO1,11838_130,PIEZO1,16,88715338,88785220
11872_9_PCDHGB1_PCDGD.txt.gz,PCDHGB1,11872_9,PCDHGB1,5,141350099,141512975
11910_27_DLX4_DLX4.txt.gz,DLX4,11910_27,DLX4,17,49968588,49974959
11911_13_LRRC4B_LRC4B.txt.gz,LRRC4B,11911_13,LRRC4B,19,50516892,50568435
11926_23_AAGAB_P34.txt.gz,AAGAB,11926_23,AAGAB,15,67200667,67255195
11934_9_INTS3_INT3.txt.gz,INTS3,11934_9,INTS3,1,153728050,153774808
11952_1_IGDCC3_IGDC3.txt.gz,IGDCC3,11952_1,IGDCC3,15,65327127,65378002
11955_1_ARHGAP1_RHG01.txt.gz,ARHGAP1,11955_1,ARHGAP1,11,46677080,46700619
11967_23_CRABP1_RABP1.txt.gz,CRABP1,11967_23,CRABP1,15,78340353,78348225
11969_5_S100A2_S100A2.txt.gz,S100A2,11969_5,S100A2,1,153561108,153567890
11988_24_PTPRH_PTPRH.txt.gz,PTPRH,11988_24,PTPRH,19,55181247,55209506
11989_35_EMC1_EMC1.txt.gz,EMC1,11989_35,EMC1,1,19215660,19251552
12001_7_TJP1_ZO1.txt.gz,TJP1,12001_7,TJP1,15,29699367,29968915
12008_3_CD7_CD7.txt.gz,CD7,12008_3,CD7,17,82314868,82317608
12014_19_PTS_PTPS.txt.gz,PTS,12014_19,PTS,11,112226367,112269955
12016_60_CBL_CBL.txt.gz,CBL,12016_60,CBL,11,119206298,119313926
12018_84_TPK1_TPK1.txt.gz,TPK1,12018_84,TPK1,7,144451941,144836395
12020_39_BPGM_PMGE.txt.gz,BPGM,12020_39,BPGM,7,134646811,134679816
12022_12_SMAD4_SMAD4.txt.gz,SMAD4,12022_12,SMAD4,18,51028528,51085045
12030_82_DES_Desmin.txt.gz,DES,12030_82,DES,2,219418377,219426735
12033_3_BUB1_BUB1.txt.gz,BUB1,12033_3,BUB1,2,110637528,110678063
12034_28_CAP1_CAP_1.txt.gz,CAP1,12034_28,CAP1,1,40040233,40072649
12041_33_HSPA1L_HS71L.txt.gz,HSPA1L,12041_33,HSPA1L,6,31809619,31815283
12046_51_TARDBP_TADBP.txt.gz,TARDBP,12046_51,TARDBP,1,11012344,11030528
12329_21_RPS6KA1_KS6A1.txt.gz,RPS6KA1,12329_21,RPS6KA1,1,26529761,26575030
12332_7_EEF2K_EF2K.txt.gz,EEF2K,12332_7,EEF2K,16,22206278,22288738
12333_87_RPIA_RPIA.txt.gz,RPIA,12333_87,RPIA,2,88691673,88750929
12334_25_SHMT1_cSHMT.txt.gz,SHMT1,12334_25,SHMT1,17,18327860,18363563
12338_27_EGFLAM_EGFLA.txt.gz,EGFLAM,12338_27,EGFLAM,5,38258409,38465480
12340_17_AARS_SYAC.txt.gz,AARS,12340_17,AARS,16,70251983,70289707
